ticker,snapshot_date,pe_ratio,forward_pe,peg_ratio,price_to_sales,price_to_book,ev_ebitda,ev_sales,fcf_yield,earnings_yield,revenue,revenue_growth_yoy,ebitda,ebitda_growth_yoy,eps,eps_growth_yoy,fcf,fcf_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,cash,total_debt,net_debt,debt_to_equity,net_debt_ebitda,current_ratio,quick_ratio,interest_coverage
JPM,2026-05-11,12.490000,14.080000,0.990000,3.780000,2.160000,10.510000,3.900000,0.050180,0.078130,186231360000,0.105300,74865006720,0.129300,21.026000,0.140000,34266570240,0.122500,0.609800,0.405200,0.324300,0.164300,0.013500,0.109900,33521644800,114543244800,81021600000,1.329800,1.082000,1.108000,0.923000,8.610000
V,2026-05-11,30.400000,27.320000,2.190000,16.760000,14.660000,21.310000,17.180000,0.030390,0.032890,37553538462,0.093500,26362584000,0.116400,10.278000,0.122100,19227411692,0.106500,0.795200,0.658300,0.535700,0.511900,0.203500,0.409400,6759636923,34850436923,28090800000,0.497300,1.066000,1.278000,1.021000,22.600000
NFLX,2026-05-11,41.100000,35.980000,1.600000,9.760000,14.430000,32.010000,10.220000,0.020410,0.022620,42011400000,0.167300,11931237600,0.197200,21.811000,0.216400,7309983600,0.188900,0.464700,0.271300,0.224200,0.364700,0.145900,0.239900,7562052000,32574852000,25012800000,0.741900,2.096000,1.219000,1.019000,17.140000
AAPL,2026-05-18,33.110000,30.940000,3.340000,8.690000,51.700000,24.130000,9.030000,0.027160,0.029590,403049567308,0.064100,135827704183,0.077200,7.272000,0.090000,106405085769,0.077000,0.473200,0.313800,0.241100,1.598600,0.257700,0.588300,72548922115,681794922115,609246000000,1.948700,4.485000,0.891000,0.717000,6.600000
MSFT,2026-05-18,35.230000,29.960000,1.290000,13.220000,11.700000,22.930000,13.090000,0.020550,0.028250,273672788462,0.161100,146414941827,0.178000,13.784000,0.230300,69239215481,0.181200,0.701500,0.455900,0.365300,0.355400,0.186400,0.284000,49261101923,143707101923,94446000000,0.333700,0.645000,1.390000,1.144000,37.720000
NVDA,2026-05-18,53.790000,35.540000,0.330000,26.020000,47.170000,42.860000,27.520000,0.024350,0.018450,180905625000,0.803400,114694166250,0.969400,4.380000,1.019100,83578398750,0.947500,0.756000,0.638000,0.553000,0.945000,0.665000,0.795200,32563012500,71641012500,39078000000,0.133500,0.341000,4.204000,3.464000,96.270000
META,2026-05-18,27.970000,23.790000,0.740000,8.890000,8.340000,17.330000,9.360000,0.037220,0.036630,182879711538,0.232400,97109126827,0.277800,25.391000,0.316200,59253026538,0.272200,0.818900,0.423700,0.383800,0.375900,0.233700,0.301900,32918348077,69854348077,36936000000,0.273000,0.380000,2.988000,2.530000,44.330000
GOOGL,2026-05-18,24.750000,22.010000,0.970000,6.780000,7.170000,17.110000,7.270000,0.034150,0.040650,374600961538,0.146200,152837192308,0.187800,8.886000,0.218800,77542399038,0.183700,0.595900,0.332200,0.296900,0.319600,0.223000,0.267000,67428173077,86139173077,18711000000,0.094800,0.122000,1.891000,1.556000,149.950000
AMZN,2026-05-18,43.820000,31.560000,2.190000,3.290000,8.140000,18.940000,4.230000,0.017060,0.023420,673488750000,0.115700,110452155000,0.139200,5.505000,0.147900,39062347500,0.129000,0.490100,0.109400,0.092900,0.209400,0.087700,0.142400,121227975000,232521975000,111294000000,0.547400,1.008000,1.073000,0.882000,21.270000
TSLA,2026-05-18,118.380000,90.940000,65.320000,13.290000,18.430000,69.620000,12.390000,0.002850,0.008450,98136831731,0.009300,13248472284,0.010700,2.054000,0.014100,3631062774,0.009600,0.180200,0.074000,0.073000,0.105100,0.062700,0.081900,17664629712,38562629712,20898000000,0.186300,1.577000,2.031000,1.703000,66.600000
JPM,2026-05-18,13.030000,13.770000,0.970000,3.860000,2.150000,11.150000,3.880000,0.052660,0.078130,186719076923,0.106800,75061068923,0.128100,21.114000,0.143600,34356310154,0.119800,0.607800,0.405100,0.317500,0.164500,0.013800,0.114000,33609433846,114631033846,81021600000,1.322500,1.079000,1.087000,0.881000,8.520000
V,2026-05-18,29.570000,27.960000,2.200000,17.070000,15.660000,21.850000,17,0.031660,0.032890,37715192308,0.099100,26476065000,0.113500,10.299000,0.121700,19310178462,0.083900,0.775800,0.648600,0.529400,0.498000,0.201700,0.413300,6788734615,34879534615,28090800000,0.500000,1.061000,1.261000,1.011000,21.800000
NFLX,2026-05-18,47.730000,33.660000,1.600000,9.350000,16.090000,30.110000,9.950000,0.017650,0.022620,42105000000,0.165600,11957820000,0.184600,21.886000,0.215700,7326270000,0.185500,0.467900,0.273600,0.225600,0.367100,0.146700,0.244600,7578900000,32591700000,25012800000,0.731400,2.092000,1.247000,1.008000,17.320000
AAPL,2026-05-22,34.020000,29.340000,3.460000,9.250000,53.290000,23.400000,9.480000,0.027800,0.029590,402827750000,0.060500,135752951750,0.073800,7.273000,0.087000,106346526000,0.072700,0.467600,0.318400,0.242800,1.585800,0.263000,0.582100,72508995000,681754995000,609246000000,1.969500,4.488000,0.891000,0.713000,6.680000
MSFT,2026-05-22,37.150000,29.570000,1.360000,12.310000,11.050000,22.810000,13.250000,0.023780,0.028250,273621500000,0.154500,146387502500,0.187600,13.763000,0.218000,69226239500,0.170400,0.687800,0.454400,0.360400,0.358100,0.194000,0.285200,49251870000,143697870000,94446000000,0.345100,0.645000,1.391000,1.137000,38.980000
NVDA,2026-05-22,56.180000,34.830000,0.300000,25.150000,48.020000,43.580000,29.730000,0.023070,0.018450,183704850000,0.815400,116468874900,0.937700,4.579000,1.114900,84871640700,1.024100,0.761600,0.636800,0.564200,0.938300,0.655900,0.806700,33066873000,72144873000,39078000000,0.130400,0.336000,4.342000,3.459000,100.290000
META,2026-05-22,27.340000,22.370000,0.720000,9,8.810000,17.590000,9.850000,0.040030,0.036630,182841750000,0.223000,97088969250,0.271300,25.612000,0.324100,59240727000,0.270200,0.823700,0.419500,0.381600,0.382400,0.234300,0.304400,32911515000,69847515000,36936000000,0.276500,0.380000,2.998000,2.454000,46.930000
GOOGL,2026-05-22,24.470000,22.390000,1.050000,6.460000,7.320000,16.510000,6.730000,0.034790,0.040650,376687500000,0.152500,153688500000,0.179100,8.852000,0.202100,77974312500,0.182600,0.592400,0.336200,0.288200,0.317800,0.217500,0.273500,67803750000,86514750000,18711000000,0.093900,0.122000,1.917000,1.565000,152.890000
AMZN,2026-05-22,46.280000,32.020000,1.980000,3.810000,8.010000,19.320000,3.920000,0.016930,0.023420,674653100000,0.114900,110643108400,0.145200,5.561000,0.163700,39129879800,0.142800,0.495200,0.110300,0.092900,0.209300,0.089300,0.144700,121437558000,232731558000,111294000000,0.541800,1.006000,1.089000,0.898000,23.030000
TSLA,2026-05-22,111.870000,97.790000,66.260000,12.390000,17.590000,65.090000,14.140000,0.002870,0.008450,98164075000,0.009500,13252150125,0.010900,2.054000,0.013900,3632070775,0.011000,0.180000,0.074100,0.073300,0.104600,0.062400,0.080300,17669533500,38567533500,20898000000,0.185700,1.577000,2.088000,1.715000,70.020000
JPM,2026-05-22,12.080000,13.690000,0.920000,3.890000,2.100000,11.600000,3.920000,0.049940,0.078130,187501200000,0.111500,75375482400,0.134700,21.245000,0.151400,34500220800,0.113000,0.608900,0.402700,0.328600,0.168600,0.013700,0.108600,33750216000,114771816000,81021600000,1.319000,1.075000,1.104000,0.901000,8.710000
V,2026-05-22,30.310000,27.390000,2.090000,16.910000,14.760000,23.420000,18.300000,0.031120,0.032890,37794600000,0.099700,26531809200,0.112800,10.355000,0.128400,19350835200,0.095000,0.782600,0.640100,0.530500,0.509100,0.200000,0.410700,6803028000,34893828000,28090800000,0.492800,1.059000,1.247000,1.038000,21.350000
NFLX,2026-05-22,45,33.030000,1.570000,10.100000,16.190000,32.050000,9.530000,0.018440,0.022620,42164850000,0.162300,11974817400,0.189800,22.018000,0.220700,7336683900,0.196700,0.466800,0.272200,0.222000,0.369000,0.145100,0.246700,7589673000,32602473000,25012800000,0.724400,2.089000,1.214000,1.026000,17.920000
AAPL,2026-06-01,37.210000,29.400000,3.390000,7.820000,50.330000,24.550000,9.810000,0.028470,0.029590,403972928846,0.063900,136138877021,0.081300,7.291000,0.088800,106648853215,0.077900,0.470300,0.316700,0.242500,1.605700,0.261500,0.586700,72715127192,681961127192,609246000000,1.949100,4.475000,0.887000,0.728000,6.360000
MSFT,2026-06-01,34.740000,27.890000,1.300000,12.730000,11,23.660000,13.020000,0.022180,0.028250,274811392308,0.157800,147024094885,0.192700,13.877000,0.227600,69527282254,0.195600,0.705500,0.459600,0.363800,0.355600,0.188600,0.287100,49466050615,143912050615,94446000000,0.330700,0.642000,1.371000,1.133000,39.880000
NVDA,2026-06-01,52.090000,36.070000,0.300000,25.450000,45.630000,45.210000,27.750000,0.026310,0.018450,185642775000,0.813800,117697519350,1.011700,4.676000,1.137400,85766962050,0.955700,0.763000,0.640000,0.577200,0.923700,0.664200,0.793500,33415699500,72493699500,39078000000,0.133300,0.332000,4.328000,3.612000,100.840000
META,2026-06-01,26.890000,23.300000,0.710000,8.540000,9.330000,17.620000,9.890000,0.035370,0.036630,183888855769,0.227000,97644982413,0.269700,25.791000,0.327800,59579989269,0.262200,0.830000,0.425800,0.379900,0.390300,0.242200,0.306700,33099994038,70035994038,36936000000,0.273500,0.378000,3.019000,2.532000,49.150000
GOOGL,2026-06-01,22.320000,21.250000,0.990000,6.830000,7.080000,18.800000,6.970000,0.034020,0.040650,377623076923,0.152000,154070215385,0.177400,8.930000,0.213100,78167976923,0.167300,0.591100,0.329400,0.296400,0.320000,0.218600,0.270400,67972153846,86683153846,18711000000,0.093500,0.121000,1.919000,1.518000,144.630000
AMZN,2026-06-01,43.240000,32.120000,2.050000,3.470000,8.860000,19.250000,3.770000,0.018080,0.023420,676924134615,0.117500,111015558077,0.143300,5.561000,0.157900,39261599808,0.126800,0.491600,0.109500,0.094100,0.212400,0.089800,0.144400,121846344231,233140344231,111294000000,0.547400,1.003000,1.080000,0.891000,24.330000
TSLA,2026-06-01,120.330000,97.650000,66.260000,14.150000,19.380000,67.090000,14.450000,0.002860,0.008450,98171778269,0.009300,13253190066,0.011500,2.055000,0.013900,3632355796,0.011000,0.181800,0.073900,0.075300,0.106000,0.063100,0.084400,17670920088,38568920088,20898000000,0.188300,1.577000,2.069000,1.710000,73.330000
JPM,2026-06-01,13.550000,13.810000,0.990000,3.930000,2.160000,11.130000,4.190000,0.048670,0.078130,187633033846,0.108800,75428479606,0.133300,21.185000,0.139900,34524478228,0.119400,0.605300,0.411300,0.315600,0.168600,0.014100,0.110800,33773946092,114795546092,81021600000,1.308700,1.074000,1.131000,0.896000,9.040000
V,2026-06-01,27.910000,27.080000,2.160000,16.520000,14.930000,22.720000,18.060000,0.030810,0.032890,37755207692,0.093900,26504155800,0.109800,10.358000,0.124300,19330666338,0.095400,0.787500,0.649000,0.535300,0.496800,0.199100,0.412300,6795937385,34886737385,28090800000,0.484200,1.060000,1.227000,1.019000,21.940000
NFLX,2026-06-01,42.240000,33.470000,1.400000,10.100000,17.130000,30.480000,10.560000,0.020130,0.022620,42393900000,0.167600,12039867600,0.213400,22.374000,0.247100,7376538600,0.192900,0.472300,0.271800,0.226100,0.361900,0.145700,0.250400,7630902000,32643702000,25012800000,0.740000,2.077000,1.228000,1.014000,17.120000
AAPL,2026-06-08,36.880000,28.420000,3.140000,8.810000,50.380000,27.440000,8.600000,0.031840,0.029590,404369192308,0.063500,136272417808,0.074300,7.330000,0.095900,106753466769,0.069700,0.467500,0.322100,0.238300,1.613900,0.262900,0.595200,72786454615,682032454615,609246000000,1.916500,4.471000,0.882000,0.739000,6.740000
MSFT,2026-06-08,36.970000,31.140000,1.290000,12.110000,11.570000,23.890000,13.200000,0.021610,0.028250,276060876923,0.161300,147692569154,0.186300,13.941000,0.229100,69843401862,0.183400,0.704400,0.458800,0.367400,0.363100,0.193200,0.290100,49690957846,144136957846,94446000000,0.341800,0.639000,1.392000,1.123000,39.320000
NVDA,2026-06-08,57.900000,33.710000,0.290000,24.660000,48.570000,40.900000,26.530000,0.027670,0.018450,189898580769,0.845300,120395700208,0.991600,4.811000,1.182000,87733144315,0.921500,0.762800,0.639200,0.562700,0.940200,0.671700,0.811400,34181744538,73259744538,39078000000,0.134200,0.325000,4.175000,3.528000,97.360000
META,2026-06-08,26.260000,22.600000,0.720000,9.590000,8.020000,18.100000,9.950000,0.037480,0.036630,183978065385,0.219900,97692352719,0.277800,25.889000,0.324300,59608893185,0.241600,0.830200,0.434500,0.387300,0.376000,0.235400,0.310000,33116051769,70052051769,36936000000,0.282000,0.378000,3.051000,2.399000,49.130000
GOOGL,2026-06-08,24.270000,22.570000,1.010000,6.550000,7.290000,17.830000,7.250000,0.033100,0.040650,377534230769,0.146100,154033966154,0.190300,8.952000,0.210600,78149585769,0.166700,0.592500,0.329000,0.290200,0.321300,0.212700,0.268600,67956161538,86667161538,18711000000,0.093500,0.121000,1.900000,1.573000,149.980000
AMZN,2026-06-08,43.180000,33.580000,1.830000,3.420000,7.580000,20.670000,3.900000,0.017020,0.023420,679224615385,0.120000,111392836923,0.138500,5.630000,0.177100,39395027692,0.124600,0.496800,0.110500,0.092700,0.211900,0.090300,0.144000,122260430769,233554430769,111294000000,0.564100,0.999000,1.103000,0.871000,23.790000
TSLA,2026-06-08,122.550000,91.280000,69.250000,12.810000,16.130000,74.410000,13.110000,0.002690,0.008450,98199773077,0.009500,13256969365,0.011000,2.055000,0.013300,3633391604,0.011100,0.180300,0.073300,0.074300,0.107000,0.063500,0.083400,17675959154,38573959154,20898000000,0.189500,1.576000,2.077000,1.722000,71.820000
JPM,2026-06-08,13.410000,13.950000,0.940000,3.840000,2.070000,11.430000,3.770000,0.051740,0.078130,188157636923,0.110400,75639370043,0.129800,21.321000,0.147700,34621005194,0.138300,0.617600,0.414900,0.325400,0.171700,0.013900,0.111200,33868374646,114889974646,81021600000,1.305500,1.071000,1.107000,0.923000,9.450000
V,2026-06-08,31,27.860000,2.290000,16.230000,13.670000,22.220000,17.410000,0.033870,0.032890,37857046154,0.095800,26575646400,0.117900,10.343000,0.117000,19382807631,0.106000,0.784800,0.641300,0.527600,0.496200,0.200100,0.411600,6814268308,34905068308,28090800000,0.502000,1.057000,1.239000,1.028000,21.860000
NFLX,2026-06-08,44.590000,34.240000,1.520000,9.730000,17.880000,29.060000,10.460000,0.019370,0.022620,42542700000,0.168700,12082126800,0.209600,22.265000,0.228000,7402429800,0.190600,0.465900,0.269500,0.226700,0.372600,0.146200,0.245400,7657686000,32670486000,25012800000,0.737400,2.070000,1.243000,1.030000,17.390000
AAPL,2026-06-15,34.120000,30.620000,3.110000,9.010000,45.960000,24.270000,8.820000,0.028010,0.029590,405370001923,0.065900,136609690648,0.075200,7.346000,0.096700,107017680508,0.077000,0.473300,0.321300,0.244400,1.628100,0.264600,0.596500,72966600346,682212600346,609246000000,1.927100,4.460000,0.892000,0.717000,6.880000
MSFT,2026-06-15,35.730000,29.340000,1.240000,12.710000,12.400000,23.210000,12.680000,0.021390,0.028250,277231230769,0.164000,148318708462,0.191300,14.063000,0.238900,70139501385,0.187800,0.697600,0.452100,0.361100,0.361500,0.189000,0.292300,49901621538,144347621538,94446000000,0.341000,0.637000,1.363000,1.130000,37.300000
NVDA,2026-06-15,54.370000,32.130000,0.280000,25.640000,45.350000,44.810000,26.290000,0.025840,0.018450,191998125000,0.845000,121726811250,1.042800,4.931000,1.214300,88703133750,1.001000,0.760300,0.633900,0.572700,0.924500,0.679400,0.805600,34559662500,73637662500,39078000000,0.135800,0.321000,4.424000,3.520000,98.860000
META,2026-06-15,28.400000,22.700000,0.730000,9.430000,9.020000,16.140000,9.630000,0.040920,0.036630,186132382692,0.235800,98836295210,0.273100,25.957000,0.318700,60306891992,0.289900,0.830800,0.434000,0.389700,0.383400,0.236900,0.311100,33503828885,70439828885,36936000000,0.285100,0.374000,3.102000,2.544000,47.610000
GOOGL,2026-06-15,24.260000,21.060000,1.010000,6.110000,7.380000,18.450000,7.090000,0.035030,0.040650,378615192308,0.146600,154474998462,0.177100,8.982000,0.210000,78373344808,0.177600,0.594700,0.326700,0.298100,0.312000,0.212600,0.277200,68150734615,86861734615,18711000000,0.092900,0.121000,1.924000,1.534000,147.540000
AMZN,2026-06-15,45.800000,32.080000,1.940000,3.610000,8.230000,18.860000,3.750000,0.016600,0.023420,678597657692,0.114100,111290015862,0.136900,5.620000,0.167400,39358664146,0.132700,0.495300,0.112000,0.094500,0.208600,0.090300,0.144600,122147578385,233441578385,111294000000,0.567700,1,1.087000,0.911000,24.130000
TSLA,2026-06-15,125.610000,94.790000,68.220000,13.120000,18.120000,74.580000,14.360000,0.002730,0.008450,98201276154,0.009200,13257172281,0.012000,2.055000,0.013500,3633447218,0.011500,0.181300,0.074400,0.075400,0.104800,0.063600,0.082300,17676229708,38574229708,20898000000,0.190200,1.576000,2.058000,1.709000,68.820000
JPM,2026-06-15,12.660000,13.150000,0.910000,3.780000,1.920000,11.770000,4.240000,0.051680,0.078130,189010116923,0.115200,75982067003,0.137000,21.433000,0.152800,34777861514,0.119100,0.609500,0.415000,0.324900,0.172400,0.013900,0.111300,34021821046,115043421046,81021600000,1.323300,1.066000,1.106000,0.895000,9.250000
V,2026-06-15,31.510000,27.360000,2.130000,18.550000,15.500000,21.160000,17.660000,0.031900,0.032890,37786846154,0.089000,26526366000,0.102300,10.414000,0.126100,19346865231,0.087300,0.784700,0.653300,0.535200,0.493600,0.201300,0.413400,6801632308,34892432308,28090800000,0.479400,1.059000,1.236000,1.019000,21.110000
NFLX,2026-06-15,43.120000,36.960000,1.650000,9.940000,16.650000,27.460000,10.580000,0.019470,0.022620,42727950000,0.171400,12134737800,0.191700,22.145000,0.209300,7434663300,0.175900,0.468000,0.272600,0.226800,0.368500,0.144200,0.246700,7691031000,32703831000,25012800000,0.744000,2.061000,1.266000,1.026000,17.940000
AAPL,2026-06-22,35.400000,29.780000,3.160000,8.780000,51.870000,25.040000,9.800000,0.030250,0.029590,405594826923,0.064700,136685456673,0.079500,7.353000,0.095300,107077034308,0.080000,0.467000,0.321100,0.237900,1.605600,0.263200,0.602700,73007068846,682253068846,609246000000,1.910800,4.457000,0.899000,0.752000,6.910000
MSFT,2026-06-22,35.470000,28.190000,1.300000,11.560000,11.570000,22.920000,13.310000,0.023170,0.028250,277504769231,0.160400,148465051538,0.195100,14.045000,0.228400,70208706615,0.186300,0.709300,0.460400,0.374000,0.364900,0.190400,0.291000,49950858462,144396858462,94446000000,0.349000,0.636000,1.381000,1.130000,39.350000
NVDA,2026-06-22,52.150000,34.160000,0.280000,25.250000,44.900000,44.920000,26.710000,0.024710,0.018450,194434961538,0.849200,123271765615,1.045600,4.996000,1.212000,89828952231,1.006100,0.759200,0.636600,0.569400,0.942800,0.665300,0.806000,34998293077,74076293077,39078000000,0.137000,0.317000,4.268000,3.551000,95.130000
META,2026-06-22,28.200000,21.810000,0.690000,9.300000,8.630000,16.260000,9.270000,0.042020,0.036630,187248451923,0.239700,99428927971,0.287500,26.335000,0.337800,60668498423,0.279500,0.823000,0.430100,0.388600,0.379200,0.237700,0.308300,33704721346,70640721346,36936000000,0.280000,0.371000,3.101000,2.503000,46.560000
GOOGL,2026-06-22,24.650000,20.340000,1.040000,6.930000,7.640000,16.660000,6.690000,0.033230,0.040650,380389423077,0.150500,155198884615,0.169000,8.989000,0.204500,78740610577,0.176400,0.588800,0.329100,0.293400,0.323400,0.215600,0.273400,68470096154,87181096154,18711000000,0.095300,0.121000,1.899000,1.579000,146.500000
AMZN,2026-06-22,42.520000,30.500000,1.880000,3.630000,8.680000,17.890000,3.730000,0.017920,0.023420,680292038462,0.114900,111567894308,0.136900,5.652000,0.172600,39456938231,0.136000,0.498900,0.111700,0.094600,0.212000,0.090000,0.143000,122452566923,233746566923,111294000000,0.566600,0.998000,1.068000,0.900000,23.270000
TSLA,2026-06-22,123.060000,87.060000,64.410000,12.060000,19.080000,69.600000,14.200000,0.002920,0.008450,98252380769,0.009800,13264071404,0.011300,2.057000,0.014300,3635338088,0.011000,0.180000,0.074200,0.074000,0.106700,0.064200,0.083000,17685428538,38583428538,20898000000,0.183100,1.576000,2.046000,1.723000,71.080000
JPM,2026-06-22,13.050000,14.030000,0.920000,4.040000,2.100000,11.800000,4.300000,0.050020,0.078130,190028584615,0.121300,76391491015,0.134700,21.479000,0.151700,34965259569,0.137400,0.617300,0.415200,0.321200,0.166900,0.014000,0.111400,34205145231,115226745231,81021600000,1.313100,1.061000,1.128000,0.938000,9.080000
V,2026-06-22,31.020000,27.020000,2.190000,17.120000,15.220000,21.360000,19.210000,0.030430,0.032890,37993846154,0.096000,26671680000,0.110500,10.416000,0.122200,19452849231,0.096600,0.790600,0.637800,0.529000,0.503000,0.200300,0.402800,6838892308,34929692308,28090800000,0.498300,1.053000,1.237000,1.027000,21.450000
NFLX,2026-06-22,44.470000,34.300000,1.510000,9.750000,15.080000,29.610000,9.900000,0.018480,0.022620,42876750000,0.172300,12176997000,0.202100,22.458000,0.229700,7460554500,0.190500,0.470300,0.272100,0.228500,0.371000,0.144600,0.247000,7717815000,32730615000,25012800000,0.742100,2.054000,1.254000,1.024000,17.450000
AAPL,2026-06-29,32.820000,30.520000,3.200000,9.250000,49.480000,25.050000,9.590000,0.031190,0.029590,405754986538,0.063300,136739430463,0.076800,7.361000,0.094100,107119316446,0.079700,0.471000,0.322400,0.246100,1.614300,0.269100,0.605200,73035897577,682281897577,609246000000,1.959700,4.456000,0.893000,0.728000,6.870000
MSFT,2026-06-29,35.460000,29.330000,1.270000,11.620000,11.600000,22.870000,13.060000,0.021860,0.028250,279681353846,0.169600,149629524308,0.204400,14.131000,0.232600,70759382523,0.207000,0.700400,0.452800,0.366700,0.367600,0.191300,0.290600,50342643692,144788643692,94446000000,0.338600,0.631000,1.399000,1.169000,38.260000
NVDA,2026-06-29,54.520000,33.530000,0.290000,25.800000,48.040000,45.320000,26.850000,0.026420,0.018450,194815670192,0.826700,123513134902,0.976800,4.997000,1.173800,90004839629,0.948400,0.761100,0.639900,0.571400,0.935900,0.667900,0.797300,35066820635,74144820635,39078000000,0.136500,0.316000,4.403000,3.467000,100.110000
META,2026-06-29,27.110000,22.490000,0.680000,8.910000,8.170000,17.600000,9.950000,0.043400,0.036630,187143741346,0.230900,99373326655,0.282900,26.549000,0.343200,60634572196,0.288400,0.827500,0.428700,0.385400,0.378500,0.246500,0.310100,33685873442,70621873442,36936000000,0.278700,0.372000,3.065000,2.563000,48.360000
GOOGL,2026-06-29,24.410000,20.780000,1.020000,6.920000,7.880000,15.110000,7.220000,0.033060,0.040650,380818173077,0.147700,155373814615,0.180500,9.038000,0.208300,78829361827,0.159300,0.596200,0.328800,0.291900,0.323000,0.215200,0.270600,68547271154,87258271154,18711000000,0.092200,0.120000,1.915000,1.551000,148.070000
AMZN,2026-06-29,41.290000,32.060000,1.920000,3.540000,8.510000,19.470000,3.480000,0.017790,0.023420,680560734615,0.111900,111611960477,0.143100,5.657000,0.168700,39472522608,0.132700,0.497400,0.111600,0.095400,0.216700,0.089700,0.146100,122500932231,233794932231,111294000000,0.564300,0.997000,1.092000,0.901000,23.880000
TSLA,2026-06-29,116.930000,90.550000,67.720000,12.870000,17.370000,71.810000,15.160000,0.002880,0.008450,98264969038,0.009700,13265770820,0.011600,2.057000,0.013600,3635803854,0.012500,0.181400,0.073500,0.075100,0.107100,0.064600,0.082300,17687694427,38585694427,20898000000,0.188600,1.575000,2.136000,1.730000,69.410000
JPM,2026-06-29,13.090000,13.650000,0.910000,3.560000,2.170000,11.170000,3.910000,0.052610,0.078130,189839372308,0.115600,76315427668,0.127300,21.554000,0.153200,34930444505,0.118500,0.605800,0.408600,0.323000,0.172000,0.014100,0.112000,34171087015,115192687015,81021600000,1.327700,1.062000,1.127000,0.933000,9.200000
V,2026-06-29,29.530000,27.020000,2.260000,17.750000,16.310000,21.730000,18.250000,0.030140,0.032890,38021676923,0.094200,26691217200,0.104500,10.417000,0.118400,19467098585,0.103200,0.787000,0.647100,0.526000,0.496800,0.198000,0.398200,6843901846,34934701846,28090800000,0.480400,1.052000,1.219000,1.010000,22.160000
NFLX,2026-06-29,47.060000,34.640000,1.380000,9.260000,15.510000,30.470000,10.470000,0.019420,0.022620,42912975000,0.168300,12187284900,0.203400,22.795000,0.250800,7466857650,0.185900,0.468200,0.275000,0.230100,0.369200,0.147600,0.251700,7724335500,32737135500,25012800000,0.782800,2.052000,1.254000,1.030000,17.560000
AAPL,2026-07-06,32.920000,29.940000,3.180000,8.750000,55.560000,25.070000,8.680000,0.028810,0.029590,407121230769,0.067000,137199854769,0.076200,7.377000,0.094800,107480004923,0.078800,0.465600,0.327400,0.244600,1.634400,0.262200,0.601700,73281821538,682527821538,609246000000,1.913800,4.441000,0.928000,0.735000,6.480000
MSFT,2026-07-06,35.530000,28,1.150000,12.610000,11.130000,24.250000,12.800000,0.022750,0.028250,280056492308,0.166700,149830223385,0.193500,14.382000,0.258200,70854292554,0.193900,0.704800,0.461600,0.371800,0.362600,0.187100,0.284500,50410168615,144856168615,94446000000,0.342200,0.630000,1.389000,1.165000,38.330000
NVDA,2026-07-06,53.270000,34.270000,0.300000,26.290000,47.910000,44.620000,27.590000,0.025110,0.018450,197002800000,0.828100,124899775200,1.005700,4.973000,1.123800,91015293600,0.995600,0.762600,0.637100,0.571500,0.947600,0.682000,0.804900,35460504000,74538504000,39078000000,0.137500,0.313000,4.359000,3.531000,100.670000
META,2026-07-06,26.870000,23.760000,0.660000,9.280000,7.900000,17.150000,9.530000,0.041160,0.036630,188056400000,0.232700,99857948400,0.293700,26.818000,0.352300,60930273600,0.274900,0.840000,0.426900,0.381700,0.381300,0.243700,0.309100,33850152000,70786152000,36936000000,0.285700,0.370000,3.043000,2.560000,46.550000
GOOGL,2026-07-06,25.810000,22.320000,1.040000,6.500000,6.360000,19.320000,7.200000,0.033200,0.040650,380972307692,0.143800,155436701538,0.175000,9.044000,0.202900,78861267692,0.177500,0.590700,0.326700,0.292000,0.319900,0.214000,0.270500,68575015385,87286015385,18711000000,0.094000,0.120000,1.901000,1.556000,137.420000
AMZN,2026-07-06,43.590000,34.360000,1.870000,3.490000,7.550000,19.320000,4.070000,0.016640,0.023420,684878276923,0.119400,112320037415,0.140100,5.688000,0.173200,39722940062,0.126100,0.502600,0.109600,0.094600,0.216300,0.090300,0.144300,123278089846,234572089846,111294000000,0.558600,0.991000,1.095000,0.903000,25.700000
TSLA,2026-07-06,117.460000,92.420000,67.230000,13.250000,18.030000,71.150000,13.670000,0.002860,0.008450,98283193846,0.009700,13268231169,0.012200,2.057000,0.013700,3636478172,0.011900,0.180600,0.076800,0.074900,0.107300,0.064100,0.084400,17690974892,38588974892,20898000000,0.185400,1.575000,2.116000,1.767000,74.550000
JPM,2026-07-06,12.850000,13.370000,0.900000,3.840000,2.240000,10.850000,4.170000,0.053810,0.078130,190562067692,0.118600,76605951212,0.144600,21.630000,0.154700,35063420455,0.127800,0.611800,0.415600,0.334100,0.175700,0.014100,0.109300,34301172185,115322772185,81021600000,1.318600,1.058000,1.104000,0.927000,9.190000
V,2026-07-06,29.910000,26.710000,2.120000,16.210000,15.840000,22.430000,19.050000,0.030860,0.032890,37989415385,0.089800,26668569600,0.104800,10.487000,0.126500,19450580677,0.088000,0.794000,0.642000,0.533800,0.493000,0.194700,0.410800,6838094769,34928894769,28090800000,0.497500,1.053000,1.250000,1.043000,22.020000
NFLX,2026-07-06,45,32.740000,1.330000,9.510000,16.380000,30.710000,11.080000,0.017800,0.022620,43132800000,0.172200,12249715200,0.200200,23.010000,0.260600,7505107200,0.202100,0.467800,0.273900,0.226100,0.368100,0.145600,0.247900,7763904000,32776704000,25012800000,0.771700,2.042000,1.270000,1.038000,18.470000
