ticker,snapshot_date,close,return_1d,return_1w,return_1m,momentum_1w,momentum_1m,momentum_3m,momentum_6m,volatility_30d,volatility_90d,drawdown,distance_52w_high,distance_52w_low,volume_change,pe_ratio,forward_pe,ev_ebitda,price_to_sales,fcf_yield,revenue_growth_yoy,eps_growth_yoy,ebitda_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,debt_to_equity,net_debt_ebitda,current_ratio,earnings_surprise,earnings_sentiment,sector_relative_pe,sector_relative_growth,sector_relative_roic,analyst_signal,news_sentiment,sp500_return_1m,nasdaq_return_1m,sector_return_1m,interest_rate,inflation,market_regime,valuation_score,growth_score,quality_score,financial_health_score,momentum_score,earnings_score,baseline_investment_score
JPM,2026-06-18,232.740000,0.008060,0.032890,0.112310,0.032890,0.112310,-0.048370,-0.164640,0.209040,0.210010,-0.255540,-0.255540,0.129370,-0.113800,12.660000,13.150000,11.770000,3.780000,0.051680,0.115200,0.152800,0.137000,0.609500,0.415000,0.324900,0.172400,0.013900,0.111300,1.323300,1.066000,1.106000,-0.001900,0.537000,0.593000,0.013100,-0.151000,4.100000,-0.259000,-0.040100,0.011000,0.026300,4.060000,2.140000,neutral,0.977800,0.394400,0.288900,0.144400,0.372200,0.611100,0.470800
V,2026-06-18,400.310000,0.005800,0.030850,0.021590,0.030850,0.021590,0.014830,-0.052160,0.169500,0.152530,-0.052160,-0.052160,0.122480,0.177200,31.510000,27.360000,21.160000,18.550000,0.031900,0.089000,0.126100,0.102300,0.784700,0.653300,0.535200,0.493600,0.201300,0.413400,0.479400,1.059000,1.236000,-0.006300,0.662000,1.407000,-0.013100,0.151100,3.690000,0.134000,-0.010100,-0.029200,-0.021800,4.060000,2.140000,risk-on,0.533300,0.222200,0.844400,0.372200,0.455600,0.700000,0.514200
NFLX,2026-06-18,1533.060000,-0.001740,0.052910,0.140770,0.052910,0.140770,0.187760,-0.121920,0.375740,0.333350,-0.218880,-0.218880,0.287490,-0.021100,43.120000,36.960000,27.460000,9.940000,0.019470,0.171400,0.209300,0.191700,0.468000,0.272600,0.226800,0.368500,0.144200,0.246700,0.744000,2.061000,1.266000,0.033000,0.693000,1.380000,-0.013200,-0.031600,3.970000,0.277000,-0.006800,-0.037100,-0.018300,4.060000,2.140000,risk-off,0.266700,0.677800,0.322200,0.288900,0.716700,1,0.504200
AAPL,2026-06-26,235.370000,-0.005370,-0.025710,0.059460,-0.025710,0.059460,-0.026190,-0.071150,0.187480,0.241330,-0.273500,-0.273500,0.105960,-0.073900,35.400000,29.780000,25.040000,8.780000,0.030250,0.064700,0.095300,0.079500,0.467000,0.321100,0.237900,1.605600,0.263200,0.602700,1.910800,4.457000,0.899000,-0.018300,0.378000,0.822000,-0.293400,0.036100,3.390000,-0.174000,-0.038500,-0.048700,0.010300,3.940000,2.180000,risk-on,0.533300,0.111100,0.650000,0,0.550000,0.283300,0.369700
MSFT,2026-06-26,482.300000,-0.018140,0.003750,0.064660,0.003750,0.064660,0.063830,-0.113790,0.149270,0.203360,-0.209110,-0.209110,0.132480,0.148200,35.470000,28.190000,22.920000,11.560000,0.023170,0.160400,0.228400,0.195100,0.709300,0.460400,0.374000,0.364900,0.190400,0.291000,0.349000,0.636000,1.381000,0.021200,0.519000,0.861000,-0.197700,-0.275600,3.900000,0.111000,-0.019400,0.078700,0.000500,3.940000,2.180000,risk-on,0.422200,0.666700,0.594400,0.555600,0.700000,0.572200,0.582200
NVDA,2026-06-26,97.520000,-0.049980,0.020190,0.130670,0.020190,0.130670,0.063350,-0.014750,0.442800,0.420400,-0.391410,-0.391410,0.311990,-0.074100,52.150000,34.160000,44.920000,25.250000,0.024710,0.849200,1.212000,1.045600,0.759200,0.636600,0.569400,0.942800,0.665300,0.806000,0.137000,0.317000,4.268000,0.044800,0.702000,1.318000,0.491100,0.239400,3.930000,-0.301000,0.056500,-0.015300,0.081400,3.940000,2.180000,risk-off,0.155600,1,0.905600,0.922200,0.694400,0.750000,0.729700
META,2026-06-26,601.190000,-0.010600,0.039730,-0.065010,0.039730,-0.065010,-0.164530,-0.324700,0.273660,0.255160,-0.485340,-0.485340,0.082760,-0.055200,28.200000,21.810000,16.260000,9.300000,0.042020,0.239700,0.337800,0.287500,0.823000,0.430100,0.388600,0.379200,0.237700,0.308300,0.280000,0.371000,3.101000,0.016200,0.605000,0.852000,0.052200,0.032100,3.060000,-0.438000,-0.022900,0.114600,0.021300,3.940000,2.180000,neutral,0.788900,0.888900,0.733300,0.733300,0.077800,0.455600,0.649400
GOOGL,2026-06-26,235.260000,-0.005830,-0.004610,0.025230,-0.004610,0.025230,-0.093830,-0.216170,0.207900,0.218370,-0.217100,-0.217100,0.062170,-0.030800,24.650000,20.340000,16.660000,6.930000,0.033230,0.150500,0.204500,0.169000,0.588800,0.329100,0.293400,0.323400,0.215600,0.273400,0.095300,0.121000,1.899000,0.079100,0.775000,0.768000,-0.037000,-0.002800,4.090000,0.125000,0.057100,-0.010200,0.035300,3.940000,2.180000,neutral,0.811100,0.555600,0.416700,0.900000,0.233300,1,0.626700
AMZN,2026-06-26,271.120000,0.007540,-0.000220,0.078870,-0.000220,0.078870,0.141940,0.028180,0.268360,0.271590,-0.058640,-0.058640,0.266560,0.093200,42.520000,30.500000,17.890000,3.630000,0.017920,0.114900,0.172600,0.136900,0.498900,0.111700,0.094600,0.212000,0.090000,0.143000,0.566600,0.998000,1.068000,-0.057900,0.450000,0.530000,0.052600,0.030000,3.760000,0.248000,0.024800,0.040000,-0.025000,3.940000,2.180000,neutral,0.466700,0.388900,0.222200,0.305600,0.822200,0.077800,0.392500
TSLA,2026-06-26,787.340000,-0.061130,-0.138360,-0.239200,-0.138360,-0.239200,-0.075030,0.018090,0.494240,0.600690,-0.281210,-0.281210,0.394980,-0.172900,123.060000,87.060000,69.600000,12.060000,0.002920,0.009800,0.014300,0.011300,0.180000,0.074200,0.074000,0.106700,0.064200,0.083000,0.183100,1.576000,2.046000,0.041300,0.637000,1.470000,-0.052500,-0.030000,3.820000,0.172000,-0.011400,0.016600,0.033500,3.940000,2.180000,risk-off,0.044400,0,0,0.777800,0.300000,0.722200,0.242800
JPM,2026-06-26,229.250000,0.001790,-0.015000,0.052570,-0.015000,0.052570,-0.065700,-0.179320,0.190330,0.211030,-0.266710,-0.266710,0.112430,0.161100,13.050000,14.030000,11.800000,4.040000,0.050020,0.121300,0.151700,0.134700,0.617300,0.415200,0.321200,0.166900,0.014000,0.111400,1.313100,1.061000,1.128000,0.071100,0.755000,0.593000,0.012700,-0.145700,4.030000,0.297000,0.038600,-0.042900,0.048100,3.940000,2.180000,risk-on,0.977800,0.388900,0.288900,0.144400,0.411100,0.805600,0.495000
V,2026-06-26,396.710000,-0.008620,-0.008990,0.004100,-0.008990,0.004100,-0.008820,-0.045980,0.171960,0.155170,-0.060690,-0.060690,0.112390,0.290900,31.020000,27.020000,21.360000,17.120000,0.030430,0.096000,0.122200,0.110500,0.790600,0.637800,0.529000,0.503000,0.200300,0.402800,0.498300,1.053000,1.237000,-0.028600,0.451000,1.407000,-0.012600,0.145700,3.770000,0.009000,-0.006900,-0.022900,0.032400,3.940000,2.180000,risk-on,0.533300,0.222200,0.844400,0.372200,0.550000,0.261100,0.484400
NFLX,2026-06-26,1524.590000,-0.005650,-0.005520,0.106990,-0.005520,0.106990,0.186870,-0.185390,0.376100,0.332120,-0.223200,-0.223200,0.280370,0.047100,44.470000,34.300000,29.610000,9.750000,0.018480,0.172300,0.229700,0.202100,0.470300,0.272100,0.228500,0.371000,0.144600,0.247000,0.742100,2.054000,1.254000,-0.034700,0.367000,1.380000,-0.015200,-0.029200,3.760000,0.379000,0.080500,-0.081000,-0.042900,3.940000,2.180000,risk-off,0.266700,0.777800,0.344400,0.288900,0.661100,0.072200,0.427500
AAPL,2026-07-02,240.510000,0.001250,0.016350,0.101540,0.016350,0.101540,-0.007260,-0.056560,0.168470,0.237440,-0.257640,-0.257640,0.130110,0.062500,32.820000,30.520000,25.050000,9.250000,0.031190,0.063300,0.094100,0.076800,0.471000,0.322400,0.246100,1.614300,0.269100,0.605200,1.959700,4.456000,0.893000,-0.014100,0.347000,0.822000,-0.289900,0.040800,4.520000,-0.225000,0.031600,0.008300,0.044300,3.920000,2.090000,risk-on,0.533300,0.111100,0.672200,0,0.694400,0.322200,0.399700
MSFT,2026-07-02,472.170000,0.002970,-0.038760,0.033710,-0.038760,0.033710,0.014310,-0.150350,0.142070,0.194970,-0.225720,-0.225720,0.108690,-0.189500,35.460000,29.330000,22.870000,11.620000,0.021860,0.169600,0.232600,0.204400,0.700400,0.452800,0.366700,0.367600,0.191300,0.290600,0.338600,0.631000,1.399000,0.098700,0.930000,0.861000,-0.183600,-0.273800,3.800000,1,0.059500,0.093200,-0.032200,3.920000,2.090000,risk-on,0.422200,0.744400,0.594400,0.555600,0.672200,0.916700,0.628100
NVDA,2026-07-02,98.160000,-0.033000,-0.043740,0.150630,-0.043740,0.150630,-0.026670,-0.051690,0.465290,0.429940,-0.387420,-0.387420,0.320600,0.150100,54.520000,33.530000,45.320000,25.800000,0.026420,0.826700,1.173800,0.976800,0.761100,0.639900,0.571400,0.935900,0.667900,0.797300,0.136500,0.316000,4.403000,0.014300,0.576000,1.318000,0.473500,0.232900,3.920000,0.152000,-0.012700,0.034800,-0.013300,3.920000,2.090000,risk-off,0.155600,1,0.905600,0.922200,0.616700,0.500000,0.693100
META,2026-07-02,593.210000,-0.005380,-0.023730,-0.008690,-0.023730,-0.008690,-0.198960,-0.308750,0.229980,0.246070,-0.492180,-0.492180,0.068380,-0.154000,27.110000,22.490000,17.600000,8.910000,0.043400,0.230900,0.343200,0.282900,0.827500,0.428700,0.385400,0.378500,0.246500,0.310100,0.278700,0.372000,3.065000,-0.123600,0,0.852000,0.048600,0.032600,3.360000,-0.181000,0.033400,-0.015700,-0.002300,3.920000,2.090000,neutral,0.788900,0.888900,0.733300,0.733300,0.122200,0.027800,0.613300
GOOGL,2026-07-02,228.800000,-0.026300,-0.033130,-0.031860,-0.033130,-0.031860,-0.123540,-0.209400,0.216400,0.227140,-0.238600,-0.238600,0.033000,-0.049000,24.410000,20.780000,15.110000,6.920000,0.033060,0.147700,0.208300,0.180500,0.596200,0.328800,0.291900,0.323000,0.215200,0.270600,0.092200,0.120000,1.915000,0.068000,0.712000,0.768000,-0.034600,-0.006900,4.180000,0.285000,-0.025200,0.029200,0.015300,3.920000,2.090000,neutral,0.811100,0.555600,0.416700,0.900000,0.244400,0.777800,0.606100
AMZN,2026-07-02,265.710000,-0.018610,-0.012560,0.038940,-0.012560,0.038940,0.129960,0.020590,0.237380,0.272150,-0.077430,-0.077430,0.241290,-0.191800,41.290000,32.060000,19.470000,3.540000,0.017790,0.111900,0.168700,0.143100,0.497400,0.111600,0.095400,0.216700,0.089700,0.146100,0.564300,0.997000,1.092000,-0.069800,0.273000,0.530000,0.051100,0.031900,3.120000,-0.445000,0.006200,0.028600,-0.001000,3.920000,2.090000,neutral,0.466700,0.405600,0.222200,0.305600,0.816700,0.083300,0.395600
TSLA,2026-07-02,744.150000,0.031590,-0.112630,-0.320640,-0.112630,-0.320640,-0.168800,-0.053680,0.513070,0.619860,-0.320640,-0.320640,0.318460,-0.106400,116.930000,90.550000,71.810000,12.870000,0.002880,0.009700,0.013600,0.011600,0.181400,0.073500,0.075100,0.107100,0.064600,0.082300,0.188600,1.575000,2.136000,-0.043600,0.483000,1.470000,-0.051100,-0.031900,3.980000,-0.502000,-0.002600,0.002700,-0.057400,3.920000,2.090000,risk-off,0.044400,0,0,0.777800,0.205600,0.300000,0.186400
JPM,2026-07-02,227.370000,-0.006810,-0.006420,0.033170,-0.006420,0.033170,-0.060880,-0.175030,0.148380,0.210330,-0.272720,-0.272720,0.103310,-0.043300,13.090000,13.650000,11.170000,3.560000,0.052610,0.115600,0.153200,0.127300,0.605800,0.408600,0.323000,0.172000,0.014100,0.112000,1.327700,1.062000,1.127000,0.038900,0.608000,0.593000,0.010700,-0.143100,4.610000,0.002000,0.031700,0.000900,-0.032800,3.920000,2.090000,risk-on,0.977800,0.372200,0.288900,0.144400,0.427800,0.666700,0.480300
V,2026-07-02,397.200000,0.003540,-0.007400,0.031980,-0.007400,0.031980,-0.010120,-0.037160,0.147550,0.152650,-0.059530,-0.059530,0.104560,0.148300,29.530000,27.020000,21.730000,17.750000,0.030140,0.094200,0.118400,0.104500,0.787000,0.647100,0.526000,0.496800,0.198000,0.398200,0.480400,1.052000,1.219000,0.116600,1,1.407000,-0.010700,0.143100,5,0.078000,0.025500,0.027500,0.079700,3.920000,2.090000,risk-on,0.533300,0.222200,0.844400,0.372200,0.633300,0.972200,0.568100
NFLX,2026-07-02,1514,-0.003340,-0.012560,0.091570,-0.012560,0.091570,0.123290,-0.228590,0.397280,0.341190,-0.228590,-0.228590,0.271480,-0.275200,47.060000,34.640000,30.470000,9.260000,0.019420,0.168300,0.250800,0.203400,0.468200,0.275000,0.230100,0.369200,0.147600,0.251700,0.782800,2.052000,1.254000,0.008400,0.467000,1.380000,-0.014000,-0.025800,4.090000,0.141000,0.026900,0.046800,0.008200,3.920000,2.090000,risk-off,0.266700,0.700000,0.322200,0.288900,0.566700,0.433300,0.429400
AAPL,2026-07-10,252.680000,0.018750,0.050600,0.122270,0.050600,0.122270,0.084650,0.079780,0.172770,0.238340,-0.220080,-0.220080,0.187290,-0.079200,32.920000,29.940000,25.070000,8.750000,0.028810,0.067000,0.094800,0.076200,0.465600,0.327400,0.244600,1.634400,0.262200,0.601700,1.913800,4.441000,0.928000,-0.011900,0.389000,0.822000,-0.286900,0.038000,3.580000,-0.133000,-0.012900,0.067300,0.075100,3.870000,2,risk-on,0.533300,0.111100,0.672200,0,0.844400,0.188900,0.408900
MSFT,2026-07-10,442.750000,0.005180,-0.062310,-0.044910,-0.062310,-0.044910,-0.025190,-0.191310,0.186820,0.204020,-0.273970,-0.273970,0.039610,0.096000,35.530000,28,24.250000,12.610000,0.022750,0.166700,0.258200,0.193500,0.704800,0.461600,0.371800,0.362600,0.187100,0.284500,0.342200,0.630000,1.389000,-0.000600,0.629000,0.861000,-0.187200,-0.279200,4.210000,-0.066000,0.035700,0.106400,0.021600,3.870000,2,risk-on,0.422200,0.666700,0.594400,0.555600,0.311100,0.538900,0.520600
NVDA,2026-07-10,100.950000,0.034640,0.028420,0.096920,0.028420,0.096920,0.014170,0.015590,0.449450,0.420550,-0.370010,-0.370010,0.358130,0.321700,53.270000,34.270000,44.620000,26.290000,0.025110,0.828100,1.123800,1.005700,0.762600,0.637100,0.571500,0.947600,0.682000,0.804900,0.137500,0.313000,4.359000,-0.027700,0.491000,1.318000,0.474200,0.241200,3.910000,0.006000,0.027500,0.034100,0.039800,3.870000,2,risk-off,0.155600,1,0.905600,0.922200,0.638900,0.161100,0.662500
META,2026-07-10,626.150000,0.016060,0.055530,0.094250,0.055530,0.094250,-0.097470,-0.249880,0.233250,0.240530,-0.463980,-0.463980,0.127710,0.003100,26.870000,23.760000,17.150000,9.280000,0.041160,0.232700,0.352300,0.293700,0.840000,0.426900,0.381700,0.381300,0.243700,0.309100,0.285700,0.370000,3.043000,0.046700,0.671000,0.852000,0.049800,0.033300,3.830000,-0.061000,0.010200,0.000700,0.000500,3.870000,2,neutral,0.788900,0.888900,0.733300,0.733300,0.338900,0.638900,0.706900
GOOGL,2026-07-10,227.720000,0.019110,-0.004720,-0.053140,-0.004720,-0.053140,-0.112890,-0.165310,0.162160,0.227670,-0.242200,-0.242200,0.028130,0.006000,25.810000,22.320000,19.320000,6.500000,0.033200,0.143800,0.202900,0.175000,0.590700,0.326700,0.292000,0.319900,0.214000,0.270500,0.094000,0.120000,1.901000,-0.013000,0.548000,0.768000,-0.039100,-0.005300,3.350000,-0.387000,-0.016500,-0.015400,-0.018700,3.870000,2,risk-on,0.811100,0.555600,0.394400,0.900000,0.294400,0.272200,0.558600
AMZN,2026-07-10,268.080000,0.015990,0.008920,0.026970,0.008920,0.026970,0.203230,0.038630,0.233800,0.265260,-0.069200,-0.069200,0.252360,0.108800,43.590000,34.360000,19.320000,3.490000,0.016640,0.119400,0.173200,0.140100,0.502600,0.109600,0.094600,0.216300,0.090300,0.144300,0.558600,0.991000,1.095000,0.112600,0.991000,0.530000,0.054900,0.030000,4.420000,0.278000,0.055500,0.071800,-0.047400,3.870000,2,neutral,0.466700,0.405600,0.222200,0.305600,0.761100,1,0.478900
TSLA,2026-07-10,700.760000,0.000240,-0.058310,-0.266560,-0.058310,-0.266560,-0.116650,0.109990,0.467850,0.592730,-0.360250,-0.360250,0.241580,0.045800,117.460000,92.420000,71.150000,13.250000,0.002860,0.009700,0.013700,0.012200,0.180600,0.076800,0.074900,0.107300,0.064100,0.084400,0.185400,1.575000,2.116000,0.065700,0.712000,1.470000,-0.054800,-0.030000,4.450000,0.363000,0.003700,0.012600,0.016400,3.870000,2,risk-off,0.044400,0,0,0.777800,0.250000,0.805600,0.243600
JPM,2026-07-10,223.470000,-0.000760,-0.017150,-0.003740,-0.017150,-0.003740,-0.010890,-0.169070,0.147320,0.203770,-0.285190,-0.285190,0.084380,-0.066800,12.850000,13.370000,10.850000,3.840000,0.053810,0.118600,0.154700,0.144600,0.611800,0.415600,0.334100,0.175700,0.014100,0.109300,1.318600,1.058000,1.104000,0.066800,0.798000,0.593000,0.014400,-0.150700,4.680000,0.068000,-0.020200,-0.049300,-0.038600,3.870000,2,risk-on,0.977800,0.372200,0.288900,0.144400,0.522200,0.861100,0.513900
V,2026-07-10,391.850000,0.008570,-0.013470,0.013030,-0.013470,0.013030,-0.019910,-0.030390,0.138540,0.150210,-0.072190,-0.072190,0.089680,-0.446400,29.910000,26.710000,22.430000,16.210000,0.030860,0.089800,0.126500,0.104800,0.794000,0.642000,0.533800,0.493000,0.194700,0.410800,0.497500,1.053000,1.250000,0.032500,0.516000,1.407000,-0.014400,0.150800,4.450000,-0.108000,0.034700,-0.078900,0.037200,3.870000,2,risk-on,0.533300,0.222200,0.844400,0.372200,0.583300,0.450000,0.508300
NFLX,2026-07-10,1391.680000,0.001860,-0.080790,-0.014440,-0.080790,-0.014440,0.115890,-0.240550,0.424880,0.348680,-0.290920,-0.290920,0.168750,-0.004500,45,32.740000,30.710000,9.510000,0.017800,0.172200,0.260600,0.200200,0.467800,0.273900,0.226100,0.368100,0.145600,0.247900,0.771700,2.042000,1.270000,-0.025400,0.427000,1.380000,-0.010700,-0.027900,3.800000,0.094000,-0.012100,-0.002800,-0.044500,3.870000,2,risk-off,0.266700,0.777800,0.344400,0.288900,0.455600,0.083300,0.397800
AAPL,2026-07-17,256.390000,0.011360,0.014680,0.082000,0.014680,0.082000,0.146800,0.155790,0.180270,0.212260,-0.208620,-0.208620,0.204730,0.191900,33.410000,29.500000,23.340000,8.570000,0.032530,0.062800,0.090300,0.080100,0.473300,0.323800,0.244300,1.629700,0.262300,0.597300,1.952000,4.446000,0.895000,0.088900,0.855000,0.822000,-0.290300,0.028300,5,0.173000,0.012400,-0.006900,-0.008500,3.830000,2.230000,risk-on,0.533300,0.111100,0.672200,0,0.750000,0.916700,0.467500
MSFT,2026-07-17,451.910000,0.005790,0.020690,-0.056320,0.020690,-0.056320,0.030610,-0.088800,0.175980,0.197260,-0.258950,-0.258950,0.061120,-0.474900,34.930000,28.600000,21.640000,11.950000,0.021990,0.161900,0.246100,0.196600,0.704300,0.460200,0.372200,0.361900,0.188800,0.290000,0.341800,0.630000,1.387000,0.022300,0.583000,0.861000,-0.191200,-0.279000,4.330000,0.109000,-0.007200,0.044100,0.075300,3.830000,2.230000,risk-on,0.422200,0.666700,0.594400,0.555600,0.450000,0.444400,0.531900
NVDA,2026-07-17,113.790000,0.048180,0.127190,0.221840,0.127190,0.221840,0.266160,0.311400,0.468120,0.429180,-0.289880,-0.289880,0.530880,-0.102000,51.210000,35.140000,43.800000,25.130000,0.026550,0.834600,1.236700,0.994000,0.769500,0.638900,0.568100,0.942000,0.670400,0.819600,0.134100,0.309000,4.372000,-0.030300,0.357000,1.318000,0.481500,0.250600,4.200000,0.240000,0.001100,-0.000800,-0.015800,3.830000,2.230000,risk-off,0.155600,1,0.905600,0.922200,0.811100,0.111100,0.683300
META,2026-07-17,639.590000,0.002920,0.021460,0.099820,0.021460,0.099820,-0.004620,-0.166860,0.207880,0.225760,-0.452470,-0.452470,0.151920,0.079200,26.790000,22.720000,17.180000,8.350000,0.042330,0.240200,0.333700,0.297000,0.830700,0.428500,0.386000,0.385200,0.241500,0.314400,0.281400,0.367000,3.141000,-0.090300,0.114000,0.852000,0.053900,0.037200,3.710000,-0.864000,0.037200,0.020700,-0.050700,3.830000,2.230000,neutral,0.788900,0.888900,0.733300,0.733300,0.405600,0,0.653100
GOOGL,2026-07-17,228.610000,-0.027940,0.003910,-0.053370,0.003910,-0.053370,-0.076730,-0.073030,0.207290,0.235970,-0.239230,-0.239230,0.032150,-0.033800,24.760000,19.690000,18.390000,6.650000,0.034570,0.149600,0.200700,0.184100,0.590600,0.330300,0.294800,0.311200,0.219000,0.267900,0.092200,0.120000,1.892000,0.072400,0.847000,0.768000,-0.036700,-0.009300,4.450000,0.099000,0.037300,0.082500,-0.032400,3.830000,2.230000,neutral,0.811100,0.555600,0.416700,0.900000,0.316700,0.872200,0.626400
AMZN,2026-07-17,250.070000,-0.001480,-0.067180,-0.072200,-0.067180,-0.072200,0.156020,0.070180,0.258150,0.264910,-0.131730,-0.131730,0.168220,0.180800,40.170000,32.350000,18.740000,3.770000,0.017910,0.119700,0.183600,0.152200,0.501700,0.111700,0.094500,0.216100,0.091500,0.146000,0.562400,0.989000,1.122000,0.078000,0.828000,0.530000,0.055000,0.031700,5,0.438000,-0.046100,-0.072600,-0.022300,3.830000,2.230000,neutral,0.466700,0.405600,0.222200,0.305600,0.544400,0.850000,0.431400
TSLA,2026-07-17,637.060000,-0.034170,-0.090900,-0.340950,-0.090900,-0.340950,-0.232000,0.051600,0.457360,0.559170,-0.418410,-0.418410,0.128720,0.043400,119.550000,92.060000,72.290000,13.070000,0.002810,0.009800,0.015300,0.011400,0.181000,0.074600,0.074600,0.106200,0.063700,0.082600,0.188100,1.575000,2.106000,0.025500,0.588000,1.470000,-0.054900,-0.031700,4.430000,-0.014000,-0.040800,0.004600,0.019700,3.830000,2.230000,risk-off,0.044400,0,0,0.777800,0.183300,0.555600,0.208600
JPM,2026-07-17,216.950000,-0.012380,-0.029180,-0.070000,-0.029180,-0.070000,0.002400,-0.143200,0.138930,0.195280,-0.306050,-0.306050,0.052750,-0.129200,13.110000,14.030000,11.220000,4.100000,0.055850,0.122600,0.174400,0.137800,0.610400,0.414300,0.326300,0.174200,0.014100,0.111700,1.357200,1.053000,1.137000,-0.009200,0.480000,0.593000,0.015700,-0.144600,3.870000,0.192000,0.048600,0.125100,0.036800,3.830000,2.230000,risk-on,0.977800,0.372200,0.288900,0.144400,0.372200,0.288900,0.434200
V,2026-07-17,392.840000,-0.003020,0.002530,-0.004030,0.002530,-0.004030,-0.015270,0.005790,0.114870,0.149390,-0.069850,-0.069850,0.091830,0.136000,29.490000,28.250000,21.560000,16.720000,0.030690,0.091200,0.116900,0.109300,0.790600,0.639400,0.532900,0.500300,0.197000,0.400900,0.492000,1.051000,1.225000,0.043300,0.661000,1.407000,-0.015700,0.144600,3.720000,-0.188000,-0.000700,-0.028400,0.043100,3.830000,2.230000,risk-on,0.533300,0.222200,0.844400,0.372200,0.533300,0.694400,0.525300
NFLX,2026-07-17,1573.970000,0.019710,0.130990,-0.019400,0.130990,-0.019400,0.279280,-0.064170,0.414300,0.362420,-0.198040,-0.198040,0.321840,0.245800,42.100000,34.980000,27.630000,9.280000,0.020070,0.169200,0.253700,0.207700,0.471900,0.275100,0.231400,0.373400,0.147800,0.249400,0.757900,2.039000,1.257000,-0.008900,0.416000,1.380000,-0.017100,-0.027800,4.650000,-0.340000,0.012900,0.000300,0.070000,3.830000,2.230000,risk-off,0.266700,0.777800,0.322200,0.288900,0.633300,0.266700,0.438300
AAPL,2026-07-24,244.620000,0.003530,-0.045910,0.022740,-0.045910,0.022740,0.104130,0.098630,0.222100,0.223140,-0.244950,-0.244950,0.149420,0.082400,33.530000,30.780000,23.470000,8.860000,0.032570,0.064800,0.094400,0.080300,0.470000,0.322900,0.246000,1.603200,0.263400,0.611600,1.955400,4.436000,0.910000,0.055800,0.813000,0.822000,-0.294000,0.047500,3.700000,0.086000,0.020400,-0.003100,0.004700,3.740000,2.090000,neutral,0.533300,0.127800,0.672200,0,0.788900,0.961100,0.481100
MSFT,2026-07-24,446.920000,0.004220,-0.011040,-0.084800,-0.011040,-0.084800,0.028700,-0.087940,0.183680,0.197750,-0.267130,-0.267130,0.049400,0.248500,35.960000,28.410000,22.020000,12.480000,0.021460,0.167800,0.230100,0.199900,0.707100,0.452400,0.366800,0.366300,0.193100,0.286800,0.333800,0.626000,1.394000,0.014200,0.569000,0.861000,-0.191000,-0.277300,4.170000,-0.298000,0.017600,-0.052400,0.044500,3.740000,2.090000,risk-on,0.422200,0.722200,0.594400,0.555600,0.505600,0.500000,0.556900
NVDA,2026-07-24,97.710000,-0.043650,-0.141310,-0.006410,-0.141310,-0.006410,0.151430,0.207040,0.662990,0.488420,-0.366050,-0.366050,0.314540,0.026400,54.150000,33.880000,44.960000,26.200000,0.028480,0.843800,1.233700,1.004500,0.769100,0.646400,0.581900,0.939000,0.680200,0.793800,0.134500,0.304000,4.366000,-0.011000,0.389000,1.318000,0.485000,0.229700,4.170000,-0.175000,0.025800,0.061600,0.027600,3.740000,2.090000,risk-off,0.155600,1,0.927800,0.922200,0.794400,0.277800,0.701900
META,2026-07-24,601.790000,-0.004580,-0.059100,0.011480,-0.059100,0.011480,-0.039360,-0.243810,0.199280,0.231570,-0.484830,-0.484830,0.083840,-0.000900,27.290000,23.950000,16.980000,8.900000,0.042530,0.224700,0.339000,0.290200,0.829300,0.430500,0.387500,0.385100,0.242600,0.317000,0.278700,0.369000,3.063000,0.034400,0.672000,0.852000,0.047300,0.038900,4.290000,0.511000,0.020400,0.018800,-0.016900,3.740000,2.090000,risk-on,0.788900,0.888900,0.733300,0.733300,0.400000,0.694400,0.721700
GOOGL,2026-07-24,218.930000,-0.009410,-0.042340,-0.073160,-0.042340,-0.073160,-0.127940,-0.132230,0.224730,0.237940,-0.271450,-0.271450,0,0.055300,24.060000,21.540000,17.460000,6.880000,0.034840,0.142400,0.196300,0.166100,0.588600,0.328600,0.285800,0.310800,0.214600,0.267400,0.090000,0.120000,1.884000,-0.024400,0.277000,0.768000,-0.035000,-0.010700,3.930000,0.147000,0.035800,0.065900,0.007300,3.740000,2.090000,neutral,0.811100,0.555600,0.416700,0.900000,0.244400,0.183300,0.546700
AMZN,2026-07-24,246.970000,0.006030,-0.012400,-0.093750,-0.012400,-0.093750,0.144650,0.034780,0.227280,0.264850,-0.142500,-0.142500,0.153740,-0.111000,41.520000,32.480000,19.170000,3.740000,0.016810,0.120700,0.173800,0.145700,0.501600,0.111900,0.095900,0.217600,0.089500,0.147200,0.561400,0.986000,1.082000,-0.039300,0.361000,0.530000,0.055500,0.031700,3.560000,0.130000,0.029600,-0.004500,0.033600,3.740000,2.090000,neutral,0.466700,0.444400,0.222200,0.305600,0.583300,0.261100,0.386100
